Item	Category	Sources
Crimson Vest	Instance	The Labyrinth of the Ancients
Shikaree's Doublet	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Argute Gown	Loot	Argute Attire Coffer (IL 90)
The Guardian's Armguards of Maiming	Instance	Syrcus Tower
High Allagan Gloves of Aiming	Loot	High Allagan Hand Gear Coffer (IL 110)
The Guardian's Armguards of Striking	Instance	Syrcus Tower
Scylla's Gloves of Healing	Instance	Syrcus Tower
Amon's Sleeves	Instance	Syrcus Tower
Bogatyr's Gloves of Healing	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Picaroon's Armguards of Scouting	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Varlet's Gauntlets	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
High Allagan Gloves of Casting	Loot	High Allagan Hand Gear Coffer (IL 110)
Scylla's Gloves of Casting	Instance	Syrcus Tower
Bogatyr's Gloves of Casting	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Picaroon's Armguards of Striking	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Bogatyr's Gloves of Aiming	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Ovim Wool Bottoms of Maiming	Loot	Titanbronze Leg Gear Coffer (IL 409)
The Forgiven's Breeches of Fending	Instance	Mt. Gulg
Ovim Wool Bottoms of Fending	Loot	Titanbronze Leg Gear Coffer (IL 409)
Ovim Wool Skirt of Striking	Loot	Titanbronze Leg Gear Coffer (IL 409)
Nabaath Bottoms of Scouting	Instance	Malikah's Well
Pixie Cotton Culottes of Striking	Loot	Bluespirit Leg Gear Coffer (IL 403)
Pixie Cotton Brais of Aiming	Loot	Bluespirit Leg Gear Coffer (IL 403)
Dwarven Cotton Gaskins of Striking	Loot	Dwarven Mythril Leg Gear Coffer (IL 415)
Pixie Cotton Slops of Casting	Loot	Bluespirit Leg Gear Coffer (IL 403)
Voeburtite Gaskins of Striking	Instance	Dohn Mheg
Ravel Keeper's Slops of Healing	Instance	The Qitana Ravel
The Forgiven's Skirt of Casting	Instance	Mt. Gulg
Dwarven Cotton Gaskins of Aiming	Loot	Dwarven Mythril Leg Gear Coffer (IL 415)
Nabaath Skirt of Striking	Instance	Malikah's Well
Tacklefiend's Costume Slops	Loot	Tacklefiend's Costume Coffer
Ravel Keeper's Slops of Scouting	Instance	The Qitana Ravel
Ravel Keeper's Kecks of Fending	Instance	The Qitana Ravel
Atrociraptorskin Breeches of Maiming	Loot	Bluespirit Leg Gear Coffer (IL 403)
The Forgiven's Breeches of Maiming	Instance	Mt. Gulg
The Forgiven's Skirt of Healing	Instance	Mt. Gulg
Nabaath Bottoms of Casting	Instance	Malikah's Well
Ovim Wool Skirt of Healing	Loot	Titanbronze Leg Gear Coffer (IL 409)
The Forgiven's Sarouel of Scouting	Instance	Mt. Gulg
Nabaath Bottoms of Healing	Instance	Malikah's Well
The Forgiven's Breeches of Aiming	Instance	Mt. Gulg
Ovim Wool Bottoms of Aiming	Loot	Titanbronze Leg Gear Coffer (IL 409)
Dwarven Cotton Gaskins of Healing	Loot	Dwarven Mythril Leg Gear Coffer (IL 415)
Dwarven Cotton Gaskins of Fending	Loot	Dwarven Mythril Leg Gear Coffer (IL 415)
Ravel Keeper's Slops of Casting	Instance	The Qitana Ravel
Voeburtite Gaskins of Maiming	Instance	Dohn Mheg
Atrociraptorskin Breeches of Fending	Loot	Bluespirit Leg Gear Coffer (IL 403)
Nabaath Slops of Aiming	Instance	Malikah's Well
Ovim Wool Bottoms of Scouting	Loot	Titanbronze Leg Gear Coffer (IL 409)
Nabaath Trousers of Maiming	Instance	Malikah's Well
Dwarven Cotton Gaskins of Scouting	Loot	Dwarven Mythril Leg Gear Coffer (IL 415)
Dwarven Cotton Gaskins of Casting	Loot	Dwarven Mythril Leg Gear Coffer (IL 415)
Ravel Keeper's Slops of Striking	Instance	The Qitana Ravel
Voeburtite Gaskins of Fending	Instance	Dohn Mheg
Pixie Cotton Brais of Scouting	Loot	Bluespirit Leg Gear Coffer (IL 403)
Farlander Acton of Healing	Instance	Hells' Lid	The Fractal Continuum (Hard)
Skallic Coat of Maiming	Instance	The Drowned City of Skalla
Skallic Coat of Fending	Instance	The Drowned City of Skalla
Skallic Jacket of Striking	Instance	The Drowned City of Skalla
Skallic Jacket of Scouting	Instance	The Drowned City of Skalla
Arhat Hara-ate of Maiming	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Arhat Hara-ate of Fending	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Skallic Jacket of Healing	Instance	The Drowned City of Skalla
Farlander Acton of Casting	Instance	Hells' Lid	The Fractal Continuum (Hard)
Arhat Togi of Striking	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Arhat Togi of Scouting	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Shikaree's Gloves	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Skallic Jacket of Casting	Instance	The Drowned City of Skalla
War Mitt Gauntlets	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Darklight Gloves of Healing	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Darklight Bracers of Aiming	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Magician's Gloves	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Toxotes Bracers	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Noble's Armguards	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Hetairos Armguards	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Lord's Gauntlets	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Sipahi Gloves	Instance	The Wanderer's Palace	Amdapor Keep
Peltast Mitts	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Fistfighter's Gloves	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Austere Ringbands	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Thick Vambraces	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Darklight Gloves of Casting	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Warlock's Ringbands	Instance	The Wanderer's Palace	Amdapor Keep
Darklight Bracers of Striking	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Demagogue Halfgloves	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Omega Boots of Aiming	Loot	Omega Foot Gear Coffer (IL 400)
Ivalician Holy Knight's Boots	Instance	The Orbonne Monastery
Smilodonskin Leggings of Maiming	Loot	White Oak Foot Gear Coffer (IL 385)
Pilgrim's Gloves	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Ivalician Brave's Greaves	Instance	The Orbonne Monastery
Smilodonskin Boots of Scouting	Loot	White Oak Foot Gear Coffer (IL 385)
Ivalician Mystic's Shoes	Instance	The Orbonne Monastery
Omega Shoes of Casting	Loot	Omega Foot Gear Coffer (IL 400)
Ivalician Royal Knight's Boots	Instance	The Orbonne Monastery
Omega Boots of Scouting	Loot	Omega Foot Gear Coffer (IL 400)
Smilodonskin Open-toed Boots of Aiming	Loot	White Oak Foot Gear Coffer (IL 385)
Ivalician Sky Pirate's Shoes	Instance	The Orbonne Monastery
Muzhik Boots	Loot	Muzhik Attire Coffer (IL 385)
Ivalician Mercenary's Greaves	Instance	The Orbonne Monastery
Deepgold Sollerets of Fending	Loot	White Oak Foot Gear Coffer (IL 385)
Smilodonskin Open-toed Boots of Striking	Loot	White Oak Foot Gear Coffer (IL 385)
Omega Shoes of Healing	Loot	Omega Foot Gear Coffer (IL 400)
Valerian Vedette's Bottoms	Instance	Castrum Abania
Valerian Rune Fencer's Breeches	Instance	Castrum Abania
Valerian Dark Priest's Bottoms	Instance	Castrum Abania
Yanxian Haidate of Aiming	Instance	Doma Castle
Nomad's Breeches of Striking	Instance	Bardam's Mettle
Yanxian Haidate of Scouting	Instance	Doma Castle
Valerian Archer's Bottoms	Instance	Castrum Abania
Valerian Brawler's Bottoms	Instance	Castrum Abania
Nomad's Breeches of Aiming	Instance	Bardam's Mettle
Nomad's Breeches of Fending	Instance	Bardam's Mettle
Nomad's Breeches of Casting	Instance	Bardam's Mettle
Yanxian Hakama of Healing	Instance	Doma Castle
Nomad's Breeches of Maiming	Instance	Bardam's Mettle
Nomad's Breeches of Scouting	Instance	Bardam's Mettle
Yanxian Hakama of Casting	Instance	Doma Castle
Shisui Kohakama of Striking	Instance	Shisui of the Violet Tides
Shisui Kohakama of Fending	Instance	Shisui of the Violet Tides
Shisui Kohakama of Maiming	Instance	Shisui of the Violet Tides
Shisui Kohakama of Aiming	Instance	Shisui of the Violet Tides
Nomad's Breeches of Healing	Instance	Bardam's Mettle
Valerian Priest's Bottoms	Instance	Castrum Abania
Yanxian Haidate of Striking	Instance	Doma Castle
Hypostatic Hose of Aiming	Instance	Euphrosyne
Manalis Bottoms of Fending	Instance	Lapis Manalis
Asphodelos Hose of Scouting	Loot	Asphodelos Leg Gear Coffer (IL 600)
Manalis Trousers of Casting	Instance	Lapis Manalis
Asphodelos Breeches of Maiming	Loot	Asphodelos Leg Gear Coffer (IL 600)
Manalis Bottoms of Maiming	Instance	Lapis Manalis
Hypostatic Bottoms of Healing	Instance	Euphrosyne
Troian Hose of Fending	Instance	The Fell Court of Troia
Manalis Bottoms of Aiming	Instance	Lapis Manalis
Manalis Bottoms of Scouting	Instance	Lapis Manalis
Manalis Bottoms of Striking	Instance	Lapis Manalis
Asphodelos Skirt of Fending	Loot	Asphodelos Leg Gear Coffer (IL 600)
Asphodelos Trousers of Healing	Loot	Asphodelos Leg Gear Coffer (IL 600)
Manalis Bottoms of Healing	Instance	Lapis Manalis
Asphodelos Hose of Aiming	Loot	Asphodelos Leg Gear Coffer (IL 600)
Ivalician Samurai's Tsutsu-hakama	Instance	The Royal City of Rabanastre
Ivalician Enchanter's Slops	Instance	The Royal City of Rabanastre
Farlander Bottoms of Casting	Instance	Hells' Lid	The Fractal Continuum (Hard)
Ivalician Squire's Trousers	Instance	The Royal City of Rabanastre
Ivalician Astrologer's Slops	Instance	The Royal City of Rabanastre
Farlander Breeches of Striking	Instance	Hells' Lid	The Fractal Continuum (Hard)
Farlander Bottoms of Healing	Instance	Hells' Lid	The Fractal Continuum (Hard)
Farlander Breeches of Fending	Instance	Hells' Lid	The Fractal Continuum (Hard)
Ivalician Fusilier's Slops	Instance	The Royal City of Rabanastre
Farlander Breeches of Maiming	Instance	Hells' Lid	The Fractal Continuum (Hard)
Farlander Bottoms of Scouting	Instance	Hells' Lid	The Fractal Continuum (Hard)
Ascension Mail of Fending	Loot	Ascension Chest Gear Coffer (IL 660)
Ascension Mail of Maiming	Loot	Ascension Chest Gear Coffer (IL 660)
Picaroon's Earrings of Slaying	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Tremor Earrings of Fending	Instance	The Navel (Extreme)
High Allagan Earrings of Slaying	Instance	The Second Coil of Bahamut - Turn 1	The Second Coil of Bahamut (Savage) - Turn 1
Allagan Earrings of Striking	Instance	The Binding Coil of Bahamut - Turn 1
Allagan Earrings of Fending	Instance	The Binding Coil of Bahamut - Turn 1
Bogatyr's Earrings of Casting	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Allagan Earrings of Maiming	Instance	The Binding Coil of Bahamut - Turn 1
High Allagan Earrings of Fending	Instance	The Second Coil of Bahamut - Turn 1	The Second Coil of Bahamut (Savage) - Turn 1
Varlet's Earrings	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Bogatyr's Earrings of Aiming	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
High Allagan Earrings of Aiming	Instance	The Second Coil of Bahamut - Turn 1	The Second Coil of Bahamut (Savage) - Turn 1
Tremor Earrings of Slaying	Instance	The Navel (Extreme)
Hero's Earrings of Fending	Instance	Snowcloak	Sastasha (Hard)	The Sunken Temple of Qarn (Hard)
High Allagan Earrings of Healing	Instance	The Second Coil of Bahamut - Turn 1	The Second Coil of Bahamut (Savage) - Turn 1
Shadowless Earrings of Slaying	Instance	The Heroes' Gauntlet
Bogatyr's Earrings of Healing	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Edengrace Earring of Slaying	Loot	Edengrace Earring Coffer (IL 470)
Shadowless Earrings of Healing	Instance	The Heroes' Gauntlet
Edengrace Earring of Healing	Loot	Edengrace Earring Coffer (IL 470)
Immaculate Ear Cuffs of Aiming	Instance	The Crown of the Immaculate (Extreme)
Shadowless Earrings of Aiming	Instance	The Heroes' Gauntlet
Anamnesis Earrings of Slaying	Instance	Anamnesis Anyder
Anamnesis Earrings of Aiming	Instance	Anamnesis Anyder
Immaculate Ear Cuffs of Slaying	Instance	The Crown of the Immaculate (Extreme)
Shadowless Earrings of Fending	Instance	The Heroes' Gauntlet
Anamnesis Earrings of Fending	Instance	Anamnesis Anyder
Edengrace Earring of Casting	Loot	Edengrace Earring Coffer (IL 470)
Anamnesis Earrings of Healing	Instance	Anamnesis Anyder
Shadowless Earrings of Casting	Instance	The Heroes' Gauntlet
Immaculate Ear Cuffs of Fending	Instance	The Crown of the Immaculate (Extreme)
Edengrace Earring of Fending	Loot	Edengrace Earring Coffer (IL 470)
Anamnesis Earrings of Casting	Instance	Anamnesis Anyder
Edengrace Earring of Aiming	Loot	Edengrace Earring Coffer (IL 470)
Ascension Sollerets of Fending	Loot	Ascension Foot Gear Coffer (IL 660)
Ascension Sollerets of Maiming	Loot	Ascension Foot Gear Coffer (IL 660)
Ascension Sabatons of Scouting	Loot	Ascension Foot Gear Coffer (IL 660)
Exclusive Eastern Journey Bottoms	Loot	Eastern Journey Attire Coffer
Ascension Sabatons of Aiming	Loot	Ascension Foot Gear Coffer (IL 660)
Ascension Sandals of Healing	Loot	Ascension Foot Gear Coffer (IL 660)
Abyssos Sollerets of Fending	Loot	Abyssos Foot Gear Coffer (IL 630)
Abyssos Sollerets of Maiming	Loot	Abyssos Foot Gear Coffer (IL 630)
Abyssos Thighboots of Aiming	Loot	Abyssos Foot Gear Coffer (IL 630)
Abyssos Thighboots of Scouting	Loot	Abyssos Foot Gear Coffer (IL 630)
Ruby Tide Bracelets of Aiming	Instance	Shisui of the Violet Tides
Nomad's Wristbands of Slaying	Instance	Bardam's Mettle
Nomad's Wristbands of Aiming	Instance	Bardam's Mettle
Augmented Shire Pankratiast's Bracelets	Loot	Shire Pankratiast's Accessories Coffer
Ghost Barque Bracelet of Casting	Instance	The Sirensong Sea
Alexandrian Bracelets of Casting	Instance	Alexander - The Eyes of the Creator (Savage)
Ruby Tide Bracelets of Fending	Instance	Shisui of the Violet Tides
Ghost Barque Bracelet of Fending	Instance	The Sirensong Sea
Ghost Barque Bracelet of Healing	Instance	The Sirensong Sea
Augmented Shire Custodian's Bracelet	Loot	Shire Custodian's Accessories Coffer
Nomad's Wristbands of Healing	Instance	Bardam's Mettle
Ghost Barque Bracelet of Slaying	Instance	The Sirensong Sea
Augmented Shire Philosopher's Bracelets	Loot	Shire Philosopher's Accessories Coffer
Nomad's Wristbands of Casting	Instance	Bardam's Mettle
Ruby Tide Bracelets of Slaying	Instance	Shisui of the Violet Tides
Alexandrian Bracelets of Healing	Instance	Alexander - The Eyes of the Creator (Savage)
Ghost Barque Bracelet of Aiming	Instance	The Sirensong Sea
Augmented Shire Conservator's Bracelet	Loot	Shire Conservator's Accessories Coffer
Levinstrike Aethersand	Loot	Fuchsia Bloom	Thunder Rock	Levin Mint
Scuroglow Aethersand	Loot	Poecilia	Solarite	Sweet Marjoram
Agedeep Aethersand	Loot	Shade Quartz
Endtide Aethersand	Loot	Eehs Forhnesh	Othardian Lumpsucker
Agewood Aethersand	Loot	Bog Sage
Endwood Aethersand	Loot	Palm Chippings
Earthbreak Aethersand	Loot	Nosceasaur	Verdigris Guppy	Earthen Quartz	Sophora Roots
Moonlight Aethersand	Loot	Red Bowfin	Gilled Topknot	Lunar Quartz	Ewer Clay
Ageflow Aethersand	Loot	Predator
Chiaroglow Aethersand	Loot	Voeburt Bichir	Gale Rock	White Clay
Growth Formula Eta	Instance	The Drowned City of Skalla	Hells' Lid	The Fractal Continuum (Hard)	The Swallow's Compass	The Burn	Saint Mocianne's Arboretum (Hard)	The Ghimlyt Dark
Treant Sap	Drop	d587719f880	8274c4cb6d0	e81f5db72ab	4a74bec6be9	e8c4e7f66d8	3e0ff7450ad	d7d8d8525c9	2e14088e6f3
Skysteel Fishing Rod	Loot	Skysteel Prototype Coffer
Splendorous Fishing Rod	Loot	Splendorous Coffer
Bonewicca Tracker's Coat	Instance	The Swallow's Compass
Bonewicca Shadow's Chestpiece	Instance	The Swallow's Compass
Genji Jin-baori of Scouting	Loot	Genji Armor Coffer (IL 340)
Bonewicca Protector's Coat	Instance	The Swallow's Compass
Genji Domaru of Healing	Loot	Genji Armor Coffer (IL 340)
Genji Oyoroi of Aiming	Loot	Genji Armor Coffer (IL 340)
Bonewicca Whisperer's Jacket	Instance	The Swallow's Compass
Genji Domaru of Casting	Loot	Genji Armor Coffer (IL 340)
Bonewicca Soother's Chestpiece	Instance	The Swallow's Compass
Bonewicca Skinner's Mail	Instance	The Swallow's Compass
Genji Oyoroi of Fending	Loot	Genji Armor Coffer (IL 340)
Genji Domaru of Striking	Loot	Genji Armor Coffer (IL 340)
Genji Jin-baori of Maiming	Loot	Genji Armor Coffer (IL 340)
Bonewicca Wildling's Jacket	Instance	The Swallow's Compass
Idealized Arbatel Gloves	Loot	Idealized Hand Gear Coffer (IL 480)
Heirloom Gauntlets of Scouting	Instance	Matoya's Relict
Idealized Beckoner's Fingerless Gloves	Loot	Idealized Hand Gear Coffer (IL 480)
YoRHa Type-53 Gloves of Casting	Instance	The Puppets' Bunker
Heirloom Gauntlets of Fending	Instance	Matoya's Relict
Heirloom Gauntlets of Maiming	Instance	Matoya's Relict
Heirloom Gauntlets of Aiming	Instance	Matoya's Relict
Idealized Dancer's Armlets	Loot	Idealized Hand Gear Coffer (IL 480)
Heirloom Gauntlets of Striking	Instance	Matoya's Relict
Idealized Kasuga Kote	Loot	Idealized Hand Gear Coffer (IL 480)
YoRHa Type-53 Gloves of Healing	Instance	The Puppets' Bunker
YoRHa Type-53 Gloves of Aiming	Instance	The Puppets' Bunker
Idealized Chevalier's Gauntlets	Loot	Idealized Hand Gear Coffer (IL 480)
Idealized Bale Gauntlets	Loot	Idealized Hand Gear Coffer (IL 480)
Idealized Bodyguard's Fingerless Gloves	Loot	Idealized Hand Gear Coffer (IL 480)
Idealized Ebers Armlets	Loot	Idealized Hand Gear Coffer (IL 480)
Idealized Estoqueur's Gloves	Loot	Idealized Hand Gear Coffer (IL 480)
Idealized Bhikku Gloves	Loot	Idealized Hand Gear Coffer (IL 480)
Heirloom Gloves of Healing	Instance	Matoya's Relict
Idealized Pteroslaver Gauntlets	Loot	Idealized Hand Gear Coffer (IL 480)
Idealized Wicce Wrist Torque	Loot	Idealized Hand Gear Coffer (IL 480)
Heirloom Gloves of Casting	Instance	Matoya's Relict
Idealized Hattori Tekko	Loot	Idealized Hand Gear Coffer (IL 480)
YoRHa Type-53 Gloves of Scouting	Instance	The Puppets' Bunker
Idealized Boii Gauntlets	Loot	Idealized Hand Gear Coffer (IL 480)
Idealized Fili Armlets	Loot	Idealized Hand Gear Coffer (IL 480)
Dreadwyrm Sarouel of Fending	Loot	Dreadwyrm Leg Gear Coffer (IL 130)
Ishgardian Banneret's Trousers	Instance	The Dusk Vigil
Dreadwyrm Breeches of Maiming	Loot	Dreadwyrm Leg Gear Coffer (IL 130)
Ishgardian Chaplain's Breeches	Instance	The Dusk Vigil
Ishgardian Historian's Breeches	Instance	The Dusk Vigil
Woad Skydruid's Breeches	Instance	Sohm Al
Dreadwyrm Slops of Striking	Loot	Dreadwyrm Leg Gear Coffer (IL 130)
Woad Skyhunter's Breeches	Instance	Sohm Al
Ishgardian Knight's Trousers	Instance	The Dusk Vigil
Ishgardian Bowman's Hose	Instance	The Dusk Vigil
Woad Skywicce's Breeches	Instance	Sohm Al
Magus's Trousers	Loot	Magus's Attire Coffer (IL 130)
Dreadwyrm Tonban of Healing	Loot	Dreadwyrm Leg Gear Coffer (IL 130)
Demon Breeches of Maiming	Instance	The World of Darkness
Demon Sarouel of Striking	Instance	The World of Darkness
Demon Breeches of Aiming	Instance	The World of Darkness
Dreadwyrm Tonban of Casting	Loot	Dreadwyrm Leg Gear Coffer (IL 130)
Demon Breeches of Fending	Instance	The World of Darkness
Demon Skirt of Healing	Instance	The World of Darkness
Dreadwyrm Breeches of Aiming	Loot	Dreadwyrm Leg Gear Coffer (IL 130)
Ishgardian Monastic's Hose	Instance	The Dusk Vigil
Demon Skirt of Casting	Instance	The World of Darkness
Garuda's Tail	Loot	Vortex Weapon Coffer (IL 70)
Garuda's Tail	Instance	The Howling Eye (Hard)
Darklight Kple Kple	Instance	The Wanderer's Palace	Amdapor Keep
Dzemael Whispering Rod	Instance	Dzemael Darkhold
Wave Cane	Loot	Tidal Weapon Coffer (IL 95)
Wave Cane	Instance	The Whorleater (Extreme)
